12.15219,8.47346,34.95341,21.27004,100.82494,36.95074,23.12126,111.63152,31.76911,29.32980,108.94429,29.42519,37.04998,87.75319,34.60865,0.00000
22.24462,15.48011,24.51622,15.07530,62.78503,43.67378,14.89802,81.10267,44.04118,20.54817,83.50095,40.18775,37.91129,74.70331,39.66286,0.00000
36.30647,34.85285,84.56240,20.36025,150.01227,37.50896,24.34583,149.76752,102.63772,39.24099,140.37463,88.71371,58.18414,123.41380,63.26376,0.00000
18.03881,35.68885,42.62990,87.19072,86.58260,27.90442,102.90859,79.70319,33.16383,109.26793,74.19781,34.05838,119.34972,57.73286,37.82403,0.00000
15.41683,20.01694,38.71394,11.00530,12.27567,15.09250,6.69132,11.03137,18.43268,8.02643,12.80983,23.35420,16.04198,13.31934,32.29380,0.00000
22.08653,19.47804,33.42257,14.45181,91.47284,60.72269,8.43266,92.00962,70.09731,6.05892,127.29671,35.21136,8.45963,123.67528,34.09138,0.00000
10.25030,9.42145,15.99509,106.22816,79.80280,57.42422,116.87614,77.63884,59.90891,118.91646,77.96512,56.39123,126.58488,64.77921,55.68444,0.00000
39.08307,36.61095,49.15469,37.18465,130.89250,74.13151,45.71236,131.85887,158.53998,75.42575,106.85532,124.47769,129.00490,51.31096,118.35253,0.00000
51.19724,11.52010,9.84662,80.87560,93.87243,43.18232,87.65510,89.08041,44.48192,89.61894,88.09406,48.60127,87.45315,88.31831,36.08416,0.00000
37.68996,28.49372,70.17543,20.15547,148.89877,28.71339,31.74807,140.82098,90.47980,59.68024,119.33312,78.17490,79.66646,102.42890,62.42161,0.00000
23.65091,4.35242,20.37325,4.15887,3.83540,3.04788,1.57591,2.86455,3.00456,3.42163,3.49351,2.18480,13.26540,1.50789,3.99726,1.00000
33.80933,4.48838,10.47662,7.48178,5.51554,0.70338,4.03470,4.59893,0.66868,0.38701,3.67851,2.62000,2.27631,2.18811,4.87331,1.00000
33.26503,2.69964,14.05870,7.84242,5.02552,1.33626,2.95099,4.32564,1.94368,2.54582,4.68574,2.06684,10.56958,1.44104,2.97550,1.00000
18.52496,7.39637,4.31553,15.00924,4.95954,1.42300,6.28478,4.66496,3.47144,7.90549,5.27497,4.13560,10.04267,8.96685,2.01690,1.00000
12.66507,6.20147,6.82471,5.95325,0.81899,1.13589,2.97777,2.51705,2.11024,4.67905,5.75020,4.27108,15.05602,2.84687,4.99745,1.00000
38.92210,2.27453,17.48455,5.26129,3.89547,3.70264,2.19048,3.50634,3.73074,2.21124,4.43294,2.88012,10.83355,1.09446,2.65402,1.00000
21.12188,8.66251,17.15247,8.68692,8.33072,6.78191,4.19073,6.22371,4.30437,5.18969,4.92033,3.75615,10.30181,3.25491,4.63578,1.00000
24.58744,19.37040,31.55744,9.57983,14.77493,13.62556,6.97808,12.97393,16.16245,7.97778,15.76752,20.89635,9.84089,15.74798,23.92089,1.00000
29.09966,11.22872,1.05936,5.02768,2.93953,1.31005,3.10148,3.37607,1.42334,4.21151,3.49170,2.89974,11.25503,1.46384,5.63876,1.00000
21.01832,4.02527,5.69716,9.94331,17.88569,6.95261,5.10687,24.59170,11.42208,4.70284,27.85950,12.00004,16.00206,29.96082,17.27985,1.00000
